titulo;autor;texto
SUPPLICA;Olavo Bilac;"Falava o sol. Dizia:
— Acorda! Que alegria
Pelos ridentes céus se espalha agora!
Foge a neblina fria...
Pede-te a luz do dia,
Pedem-te as chamas e o sorrir da aurora! —
Dizia o rio, cheio
De amor, abrindo o seio:
— Quero abraçar-te as formas primorosas!
Vem tu, que em balde veio
O sol: somente anseio
Por teu corpo, formosa entre as formosas!
Quero-te inteiramente
Nua! quero, tremendo,
Cingir de beijos tuas róseas pomas,
Cobrir teu corpo ardente,
E na água transparente
Guardar teu vivo, úmido, fresco aroma! —
E prosseguia o vento:
— Tira o meu tormento!
Vem! não quero a folhagem já roçada;
Com a flor não me contento!
Vai alto é o meu intento:
Quero embalar-te a coma desatada! —
Tudo a exigia... Enquanto,
Alguém, oculto a um canto
Do jardim, a chorar, dizia: — Ó bela!
Já te não peço tanto:
Sossegar-se-ia o meu pranto
Se visse a tua sombra na janela! —"
CANÇÃO;Olavo Bilac;"Dá-me as pétalas de rosa
Dessa boca pequenina.
Vem com teu riso, formosa!
Vem com teu beijo, divina!
Transforma num paraíso
O inferno do meu desejo...
Formosa, vem com teu riso!
Divina, vem com teu beijo!
Oh! tu, que tornas radiosa
Minh’alma, que a dor domina,
Só com teu riso, formosa,
Só com teu beijo, divina!
Tenho frio, e não diviso
Luz na treva em que me vejo.
Dá-me o clarão do teu riso!
Dá-me o fogo do teu beijo!"
RIO ABAIXO;Olavo Bilac;"Treme o rio a rolar, de vaga em vaga...
Quase noite. Ao sabor do curso lento
Da água, que as margens em redor alaga,
Seguimos. Curva os bambuais o vento.
Vivo, há pouco, de púrpura, sangrento,
Desmaia agora o ocaso. A noite apaga
A derradeira luz do firmamento...
Rola o rio, a tremer, de vaga em vaga.
Um silêncio tristíssimo por tudo
Se espalha. Mas a lua lentamente
Surge na fímbria do horizonte mudo:
E o seu reflexo pálido, embebido
Como um gládio de prata na corrente,
Rasga o seio do rio adormecido."
PARÁFRASE DE BAUDELAIRE;Olavo Bilac;"Assim! Quero sentir sobre a minha cabeça
O peso dessa noite embalsamada e espessa...
Que suave calor, que volúpia divina
As carnes me penetra e os nervos me domina!
Ah! deixa-me aspirar indefinidamente
Este aroma sutil, este perfume ardente!
Deixa-me adormecer envolto em teus cabelos!...
Quero senti-los, quero aspirá-los, sorvê-los,
E neles mergulhar loucamente o meu rosto,
Como quem vem de longe, às horas do sol posto,
Acha a um canto da estrada uma nascente pura,
Onde mitiga ansioso a sede que o tortura...
Quero tê-los nas mãos, e agitá-los, cantando,
Como a um lenço, pelo ar saudoso espalhando.
Ah! se pudesses ver tudo o que neles vejo!
— Meu desvairado amor! meu insano desejo!...
Teus cabelos contêm uma visão completa
— Largas águas, movendo a superfície inquieta,
Cheia de um turbilhão de velas e de mastros,
Sob o claro dossel palpitante dos astros.
Cava-se o mar, rugindo, ao peso dos navios
De todas as nações e todos os feitios,
Desenrolando no alto as flâmulas ao vento,
E recortando o azul do limpo firmamento,
Sob o qual há uma eterna, uma infinita calma.
E vê meu olhar e pressente minh’alma
Longe — onde, mais profundo e mais azul, se arqueia
O céu, onde há mais luz e onde a atmosfera, cheia
De aromas, ao repouso e ao divagar convida, —
Um país encantado, uma região querida,
Fresca, sorrindo ao sol, entre frutos e flores
— Terra santa da luz, do sonho e dos amores;
Terra que nunca vi, terra que não existe,
Mas da qual, entretanto, eu, desterrado e triste,
Sinto no coração, ralado de ansiedade,
Uma saudade eterna, uma fatal saudade!
Minha pátria ideal! Em vão estendo os braços
Para teu lado! Em vão para teu lado os passos
Movo! Em vão! Nunca mais em teu seio adorado
Poderei repousar meu corpo fatigado...
Nunca mais! nunca mais!...
Sobre a minha cabeça,
Querida! abre essa noite embalsamada e espessa!
Desdobra sobre mim os teus negros cabelos!
Quero, sôfrego e louco, aspirá-los, mordê-los,
E, bêbedo de aroma, o seu peso sentindo,
Nelas dormir envolto e ser feliz dormindo...
Ah! se pudesses ver tudo o que neles vejo!
Meu desvairado amor! Meu insano desejo!"
RIOS E PÂNTANOS;Olavo Bilac;"Muita vez houve céu dentro de um peito:
Céu coberto de estrelas resplendentes,
Sobre rios alvíssimos, de leito
De fina prata e margens florescentes...
Um dia veio, em que a descrença o aspecto
Mudou de tudo: em túrbidas enchentes,
A água um manto de lodo e trevas feito
Estendeu pelas veigas rescendentes.
E a alma que os anjos de asa solta, os sonhos
E as ilusões cruzaram revoando,
— Depois, na superfície horrenda e fria,
Só apresenta pântanos medonhos,
Onde, os longos sudários arrastando,
Passa da peste a legião sombria..."
DE VOLTA DO BAILE;Olavo Bilac;"Chega do baile. Descansa.
Movo a ebúrnea ventarola.
Que aroma de sua trança
Voluptuoso se evola!
Ao vê-la, a alcova deserta
E muda até então, em roda
Sentindo-a, treme, desperta
E é festa e delírio toda.
Despe-se. O manto primeiro
Retira, as luvas agora,
Agora as jóias — chuveiro
De pedras da cor da aurora.
E pelas pérolas, pelos
Rubins de fogo e diamantes,
Faiscando nos seus cabelos
Como estrelas coruscantes,
Pelos colares em dobras
Enrolados, — pelos finos
Braceletes, como cobras
Mordendo os braços divinos,
Pela grinalda de flores,
Pelas sedas que se agitam
Murmurando e as várias cores
Vivas do arco-íris imitam,
— Por tudo, as mãos inquietas
Movam-se rapidamente,
Como um par de borboletas
Sobre um jardim florescente.
Voando em torno, infinitas,
Precipitadas, vão soltas
Revoltas nuvens de fitas,
Nuvens de rendas revoltas.
E, de entre as rendas e o arminho,
Saltam seus seios rosados,
Como de dentro de um ninho
Dois pássaros assustados.
E da lâmpada suspensa
Treme o clarão; e há por tudo
Fina agitação imensa,
Um êxtase imenso e mudo.
E como que por encanto,
Num longo rumor de beijos,
Há vozes em cada canto
E em cada canto desejos...
Mais um gesto... E, vagarosa,
Dos ombros solta, a camisa
Pelo seu corpo — amorosa
E sensualmente desliza.
E o tronco altivo e direito,
O braço, a curva macia
Da espádua, o talhe do peito
Que de tão branco irradia;
O ventre que, como a neve,
Firme e alvíssimo se arqueia
E apenas em baixo um leve
Buço dourado sombreia;
A coxa firme que desce
Curvamente, a perna, o artelho...
Todo o seu corpo aparece
Subitamente no espelho.
Mas logo um deslumbramento
Se espalha na alcova inteira:
Com um rápido movimento
Destouca-se a cabeleira.
Que riquíssimo tesouro
Naqueles fios dardeja!
É como uma nuvem de ouro
Que a envolve, e, em zelos, a beija.
Toda, contorno a contorno,
Da fronte aos pés, cerca-a; e em ondas
Fulvas derrama-se em torno
De suas formas redondas;
E depois de apaixonada
Beijá-la linha por linha,
Cai-lhe às costas, desdobrada
Como um manto de rainha..."
SAHARA;Olavo Bilac;"Lá vão eles, lá vão! O céu se arqueia
Como um tecto de bronze infinito e quente,
E o sol fuzila e, fuzilando, ardente
Criva de flechas de aço o mar de areia.
Lá vão, com os olhos onde a sede ateia
Um fogo estranho, procurando em frente
Esse oásis do amor que, claramente,
Além, belo e falaz, se delineia.
Mas o simum da morte sopra: a tromba
Convulsa envolve-os, prostra-os; e, aplacada,
Sobre si mesma roda e exausta tomba...
E o sol de novo no ígneo céu fuzila...
E sobre a geração exterminada
A areia dorme plácida e tranquila."
BEIJO ETERNO;Olavo Bilac;"Quero um beijo sem fim,
Que dure a vida inteira e aplaque o meu desejo!
Ferve-me o sangue. Acalma-o com teu beijo!
Beija-me assim!
O ouvido fecha ao rumor
Do mundo, e beija-me, querida!
Vive só para mim, só para a minha vida,
Só para o meu amor!
Fora, repouse em paz
Dormida em calmo sono a calma Natureza,
Ou se debata, das tormentas presa, —
Beija inda mais!
E, enquanto o brando calor
Sinto em meu peito de teu seio,
Nossas bocas febris se unam com o mesmo anseio,
Com o mesmo ardente amor!
De arrebol a arrebol,
Vão-se os dias sem conto! e as noites, como os dias,
Sem conto vão-se, cálidas ou frias!
Rutile o sol
Esplêndido e abrasador!
No alto as estrelas coruscantes,
Tauxiando os largos céus, brilhem como diamantes!
Brilhe aqui dentro o amor!
Suceda a treva à luz!
Vele a noite de crepe a curva do horizonte;
Em véus de opala a madrugada aponte
Nos céus azuis,
E Vênus, como uma flor,
Brilhe, a sorrir, do ocaso à porta,
Brilhe à porta do Oriente! A treva e a luz — que importa?
Só nos importa o amor!
Raive o sol no Verão!
Venha o Outono! do Inverno os frígidos vapores
Toldem o céu! das aves e das flores
Venha a estação!
Que nos importa o esplendor
Da Primavera, e o firmamento
Limpo, e o sol cintilante, e a neve, e a chuva, e o vento?
— Beijemo-nos, amor!
Beijemo-nos! que o mar
Nossos beijos ouvindo, em pasmo a voz levante!
E cante o sol! a ave desperte e cante!
Cante o luar,
Cheio de um novo fulgor!
Cante a amplidão! cante a floresta!
E a Natureza toda, em delirante festa,
Cante, cante este amor!
Rasgue-se, à noite, o véu
Das neblinas, e o vento inquira o monte e o vale
— Quem canta assim? — E uma áurea estrela fale
Do alto do céu
Ao mar, presa de pavor:
— Que agitação estranha é aquela? —
E o mar adoçe a voz, e à curiosa estrela
Responda que é o amor.
E a ave, ao sol da manhã,
Também, a asa vibrando, à estrela que palpita
Responda, ao vê-la desmaiada e aflita:
— Que beijo, irmã!
Pudesses ver com que ardor
Eles se beijam loucamente! —
E inveje-nos a estrela... e apague o olhar dormente,
Morta, morta de amor!...
Diz tua boca: — Vem! —
— Inda mais! — diz a minha, a soluçar... Exclama
Todo o meu corpo que o teu corpo chama:
— Morde também! —
Ai! morde! que doce é a dor
Que me entra as carnes, e as tortura!
Beija mais! morde mais! que eu morra de ventura
Morto por teu amor!
Quero um beijo sem fim,
Que dure a vida inteira e aplaque o meu desejo!
Ferve-me o sangue: acalma-o com teu beijo!
Beija-me assim!"
POMBA E CHACAL;Olavo Bilac;"Ó Natureza! ó mãe piedosa e pura!
Ó cruel, implacável assassina!
— Mão, que o veneno e o bálsamo propina,
E aos sorrisos as lágrimas mistura!
Pois o berço, onde a boca pequenina
Abre o infante a sorrir, é a miniatura,
A vaga imagem de uma sepultura,
O germe vivo de uma atroz ruína?!
Sempre o contraste! Pássaros cantando
Sobre túmulos... flores sobre a face
De ascosas algas pútridas boiando...
Anda a tristeza ao lado da alegria...
E esse teu seio, donde a noite nasce,
É o mesmo seio donde nasce o dia..."
MEDALHA ANTIGA;Olavo Bilac;"(De Lisle)
Este, sim! viverá por séculos e séculos,
Vencendo o olvido. Soube a sua mão deixar,
Ondeando no negror do ônix polido e rútilo,
A alva espuma do mar.
Ao sol, bela e radiosa, o olhar surpreso e estático,
Vê-se Cípria, à feição de uma jovem princesa,
Mollemente emergir à flor da face trêmula
Da líquida turquesa.
Nua a deusa, nadando, a onda dos seios túmidos
Leva diante de si, amorosa e sensual:
E a onda mansa do mar borda de argênteos florões
Seu pescoço imortal.
Livre das fitas, solto em quedas de ouro, espalha-se
Gotejante o cabelo: e seu corpo encantado
Brilha nas águas, como, entre violetas úmidas,
Um lírio imaculado.
E nada, e folga, enquanto as barbatanas ásperas
E as fulvas caudas no ar batendo, e em derredor
Turvando o oceano, em grupo os delfins atropelam-se
Para a fitar melhor."
NO CÁRCERE;Olavo Bilac;"Porque hei-de, em tudo quanto vejo, vê-la?
Porque hei-de eterna assim reproduzida
Vê-la na água do mar, na luz da estrela,
Na nuvem de ouro e na palmeira erguida?
Fosse possível ser a imagem dela
Depois de tantas mágoas esquecida!...
Pois acaso será, para esquecê-la,
Mister e força que me deixe a vida?
Negra lembrança do passado! lento
Martírio, lento e atroz! Porque não há-de
Ser dado a toda a mágoa o esquecimento?
Porque? Quem me encadeia sem piedade
No cárcere sem luz deste tormento,
Com os pesados grilhões desta saudade?"
OLHANDO A CORRENTE;Olavo Bilac;"Põe-te à margem! Contempla-a, lentamente,
Crespa, turva, a rolar. Em vão indagas
A que paragens, a que longes plagas
Desce, ululando, a lúgubre torrente...
Vem de longe, de longe... Ouve-lhe as pragas!
Que infrene grito, que bramir frequente,
Que coro de blasfêmias surdamente
Rolam na queda dessas negras vagas!
Choras? Tremes? É tarde... Esses violentos
Gritos escuta! Em lágrimas, tristonhos,
Fechas os olhos?... Olha ainda o horror
D’aquelas águas! Vê! Teus juramentos
Lá vão! lá vão levados os meus sonhos,
Lá vai levado todo o nosso amor!

Tenho frio e ardo em febre!
O amor me acalma e me enlouquece! o amor me eleva e abate!
Quem há que os laços, que me prendem, quebre?
Que singular, que desigual combate!
Não sei que ervada flecha
Mão certeira e falaz me cravou com tal jeito,
Que, sem que eu a sentisse, a estreita brecha
Abriu, por onde o amor entrou meu peito.
O amor me entrou tão canto
O incauto coração, que eu nem cuidei que estava
Ao recebê-lo, recebendo o arauto
Desta loucura desvairada e brava.
Entrou. E, apenas dentro,
Deu-me a calma do céu e a agitação do inferno...
E hoje... ai! de mim, que dentro em mim concentra
Dores e gozos num lutar eterno!
O amor, Senhora, vede:
Prendeu-me. Em vão me estorço, e me debato, e grito;
Em vão me agito na apertada rede...
Mais me embaraço quanto mais me agito!
Falta-me o senso; a esmo,
Como um cego, a tactear, busco nem sei que porto.
E ando tão diferente de mim mesmo,
Que nem sei se estou vivo ou se estou morto.
Sei que entre as nuvens paira
Minha fronte, e meus pés andam pisando a terra;
Sei que tudo me alegra e me desvair,
E a paz desfruto, suportando a guerra.
E assim peno e assim vivo:
Que diverso querer! que diversa vontade!
Se estou livre, desejo estar cativo;
Se cativo, desejo a liberdade!
E assim vivo, e assim peno:
Tenho a boca a sorrir e os olhos cheios de água,
E acho o néctar num cálice de veneno,
A chorar de prazer e a rir de mágoa.
Infinda mágoa! infindo
Prazer! pranto gostoso e sorrisos convulsos!
Ah! como dói assim viver, sentindo
Asas nos ombros e grilhões nos pulsos!

NEL MEZZO DEL CAMIN...
Cheguei. Chegaste. Linhagem fatigada
E triste, e triste e fatigado eu vinha.
Tinhas a alma de sonhos povoada
E a alma de sonhos povoada eu tinha...
E paramos de súbito na estrada
Da vida: longos anos, presa à minha
A tua mão, a vista deslumbrada
Tive da luz que teu olhar continha.
Hoje segues de novo... Na partida
Nem o pranto os teus olhos humedece,
Nem te comove a dor da despedida.
E eu, solitário, volto a face, e tremo,
Vendo o teu vulto que desaparece
Na extrema curva do caminho extremo...

SOLITUDO
Já que te é grato o sofrimento alheio,
Vae! Não fique em minh’alma nem um traço
Nem um vestígio teu! Por todo o espaço
Se estenda o luto carregado e feio.
Turvem-se os largos céus... No leito escasso
Dos rios a água seque... E eu tenha o seio
Como um deserto pavoroso, cheio
De horrores, sem sinal do humano passo...
Vão-se as aves e as flores juntamente
Contigo... Torre o sol a verde alfombra,
A areia envolva a solidão inteira...
E só fique em meu peito o Sahara ardente
Sem um oásis, sem a esquiva sombra
De uma isolada e trêmula palmeira!"
A CANÇÃO DE ROMEU;Olavo Bilac;"Abre a janela... acorda!
Que eu, só por te acordar,
Vou pulsando a guitarra, corda a corda,
Ao luar!
As estrelas surgiram
Todas: e o limpo véu,
Como lírios alvíssimos, cobriram
Do céu.
De todas a mais bela
Não veio inda, porém:
Falta uma estrela... Eis tu! Abre a janela,
E vem!
A alva cortina ansiosa
Do leito entreabre; e, ao chão
Saltando, o ouvido presta à harmoniosa
Canção.
Solta os cabelos cheios
De aroma: e semi-nus,
Surjam formosos, trêmulos, teus seios
À luz.
Repousa o espaço mudo;
Nem uma aragem, vês?
Tudo é silêncio, tudo calma, tudo
Mudo.
Abre a janela, acorda!
Que eu, só por te acordar,
Vou pulsando a guitarra corda a corda,
Ao luar!
Que puro céu! que pura
Noite! nem um rumor...
Só a guitarra em minhas mãos murmura
Amor....
Não foi o vento brando
Que ouviste soar aqui:
É o choro da guitarra, perguntando
Por ti.
Não foi a ave que ouviste,
Chilrando no jardim:
É a guitarra que geme e trila triste,
Assim.
Vem, que esta voz secreta
É o canto do Romeu:
Acorda! quem te chama, Julieta,
Sou eu!
Porém... ó cotovia,
Silêncio! a aurora, em voos
De névoa e rosas, não desdobra o dia
Nos céus...
Silêncio! que ela acorda...
Já fulge o seu olhar...
Adormeça a guitarra, corda a corda,
Ao luar!"
A TENTAÇÃO DE XENÓKRATES;Olavo Bilac;"Nada turbava aquela vida austera:
Calmo, traçada a túnica severa,
Curva a fronte, cruzando a passos lentos
As aléias de plátanos, — dizia
Das faculdades da alma e da teoria
De Platão aos discípulos atentos.
Ora o viam perder-se, concentrado,
No labirinto escuso de intricado
Controverso e sofístico problema,
Ora os pontos obscuros explicando
Do Timeu, e seguro manejando
A lâmina bigêmea do dilema.
Muitas vezes, nas mãos pousando a fronte,
Com o vago olhar perdido no horizonte,
Em pertinaz meditação ficava...
Assim, junto às sagradas oliveiras,
Era imóvel seu corpo horas inteiras,
Mas longe dele o espírito pairava.
Longe, acima do humano fervedouro,
Sobre as nuvens radiantes,
Sobre a planície das estrelas de ouro:
Na alta esfera, no páramo profundo
Onde não vão, errantes,
Bramir as vozes das paixões do mundo:
Ali, na eterna calma,
Na eterna luz dos céus silenciosos,
Voa, abrindo, sua alma
As asas invisíveis,
E interrogando os vultos majestosos
Dos deuses impassíveis...
E a noite desce, a fuma o firmamento...
Soa somente, a espaços,
O prolongado sussurrar do vento...
E expira, às luzes últimas do dia,
Todo o rumor de passos
Pelos ermos jardins da Academia.
E, longe, luz mais pura
Que a extinta luz daquele dia morto
Xenócrates procura:
— Imortal claridade
Que é proteção e amor, vida e conforto,
Porque é a luz da verdade!"
II;Olavo Bilac;"Ora Laís, a siciliana escrava
Que Apeles seduzira, amada e bela
Por esse tempo Atenas dominava...
Nem o frio Demóstenes altivo
Foge-lhe o império: dos encantos dela,
Curva-se o próprio Diógenes cativo.
Não é maior que a sua a encantadora
Graça das formas nítidas e puras
Da irresistível Diana caçadora;
Há nos seus olhos um poder divino;
Há venenos e pérfidas doçuras
Na fita de seu lábio purpurino;
Tem nos seios — dois pássaros que pulam
Ao contato de um beijo, — nos pequenos
Pés, que as sandálias sôfregas osculam,
Na coxa, no quadril, no torso airoso,
Todo o primor da calipígia Vênus
— Estátua viva e esplêndida do Cós.
Caem-lhe aos pés as pérolas e as flores,
As dracmas de ouro, as almas e os presentes,
Por uma noite de febris ardores.
Heliotes e Eupátridas sagrados,
Artistas e Oradores eloquentes
Leva ao carro de glória acorrentados...
E os generais indômitos, vencidos
Vendo-a, sentem por baixo das couraças
Os corações de súbito feridos.
III
Certa noite, ao clamor da festa, em gala,
Ao som contínuo das lavradas taças
Tinindo cheias na espaçosa sala,
Vozeava o Cerâmico, repleto
De cortesãos e flores. As mais belas
Das heteras de Samos e Mileto
Eram todas na orgia. Estas bebiam,
Nuas, à deusa Ceres. Longe, aquelas
Em animados grupos discutiam.
Pendentes no ar, em nuvens densas, vários
Quentes incensos índicos queimando,
Oscilavam de leve os incensários.
Tíbios flautins finíssimos gritavam.
E, as curvas harpas de ouro acompanhando,
Crótalos claros de metal cantavam...
O espúmeo Chipre as faces dos convivas
Accendia. Soavam desvairados
Febris eventos de canções lascivas.
Via-se a um lado a pálida Frinéia,
Provocando os olhares deslumbrados
E os sensuais desejos da assembleia.
Laís além falava: e, de seus lábios
Suspensos, a beber-lhe a voz maviosa,
Cercavam-na Filósofos e Sábios.
Nisto, entre a turba, ouviu-se a zombeteira
Voz de Aristipo: — És bela e poderosa,
Laís! mas, para que sejas a primeira,
A mais irresistível das heteras,
Cumpre domar Xenócrates! És bela...
Poderás fasciná-lo, se o quiseres!
Doma-o, e serás rainha! — Ela sorria...
E apostou que, submisso e vil, naquela
Mesma noite a seus pés o prostraria.
Apostou e partiu...
IV
Na alcova muda e quieta,
Apenas se escutava
Leve, a areia, a cair no vidro da ampulheta...,
Xenócrates velava.
Mas que harmonia estranha,
Que sussurro lá fora! Agita-se o arvoredo
Que o límpido luar serenamente banha:
Treme, fala em segredo...
As estrelas, que o céu cobrem de lado a lado,
A água ondulante dos lagos
Fitam, nela espalhando o seu clarão dourado,
Em tímidos afagos.
Solta um pássaro o canto.
Há um cheiro de carne à beira dos caminhos...
E acordam ao luar, como que por encanto,
Estremecendo, os ninhos...
Que indistinto rumor! Vibram na voz do vento
Céleres, vivos arpejos,
E vai da terra e vem do curvo firmamento
Como um clamor de beijos.
Com as asas de ouro, em roda
Do céu, naquela noite úmida e clara, voa
Alguém que a tudo acorda e a natureza toda
De desejos povoa:
É a Volúpia que passa e no ar desliza; passa,
E os corações inflama...
Lá vai! E, sobre a terra, o Amor, da curva taça
Que traz às mãos, derrama.
E entretanto, deixando
A alva barba espalhar-se em rolos sobre o leito,
Xenócrates medita, as magras mãos cruzando
Sobre o escarnado peito.
Cisma. E tão aturada é a cisma em que flutua
Sua alma, e que a regiões ignotas o transporta,
— Que não sente Laís, que surge semi-nua
Da muda alcova à porta.
E bela assim! Desprende a cnêmide. Revolta,
Ondeante a cabeleira, aos níveos ombros solta,
Cobre-lhe os seios nus e a curva dos quadris,
Num louco turbilhão de áureos fios sutis.
Que fogo em seu olhar! Vê-lo a seus pés prostrada
A alma ver suplicante, em lágrimas banhada,
Em desejos acesa! Olhar divino! Olhar
Que encadeia, domina, e arrasta ao seu altar
Os que morrem por ela, e ao céu pedem mais vida,
Para tê-la por ela inda uma vez perdida!
Mas Xenócrates cisma...
E em vão que, a prumo, o sol
Desse olhar abre a luz num radiante arrebol...
Em vão! Vem tarde o sol! Jaz extinta a cratera;
Não há vida, nem ar, nem luz, nem primavera:
Gelo apenas! E, em gelo envolto, ergue o vulcão
Os flancos, entre a névoa e a opaca escuridão...
Cisma o sábio. Que importa aquele corpo ardente
Que o envolve, e enlaça, e prende, e aperta loucamente?
Fosse cadáver frio o mudo ancião! talvez
Mais sentisse o calor daquela ebúrnea tez!...
Em vão Laís o abraça, e o nacarado lábio
Chega-lhe ao lábio frio... Em vão! Medita o sábio,
E nem sente o calor desse corpo que o atrai,
Nem o aroma febril que dessa boca sai.
E ela: — Vivo não és! Jurei domar um homem,
Mas de beijos não sei que a pedra fria domem! —
Xenócrates então do leito levantou
O corpo, e o olhar no olhar da cortesã cravou:
— Pode rugir a carne... Embora! Dela acima
Paira o espírito ideal que a purifica e anima:
Cobrem nuvens o espaço, e, acima do atro véu
Das nuvens, brilha a estrela iluminando o céu! —
Disse. E outra vez, deixando
A alva barba espalhar-se em rolos sobre o leito,
Quedou-se a meditar, as magras mãos cruzando
Sobre o escarnado peito.

A AVENIDA DAS LÁGRIMAS
A um Poeta morto
Quando a primeira vez a harmonia secreta
De uma lira acordou, gemendo, a terra inteira,
Dentro do coração do primeiro poeta
Desabrochou a flor da lágrima primeira.
E o poeta sentiu os olhos rasos de água;
Subiu-lhe à boca, ansioso, o primeiro queixume:
Tinha nascido a flor da Paixão e da Mágoa,
Que possui, como a rosa, espinhos e perfume.
E na terra, por onde o Sonhador passava,
Ia a roxa corola espalhando as sementes:
De modo que, a brilhar, pelo solo ficava
Uma vegetação de lágrimas ardentes.
Foi assim que se fez a Via Dolorosa,
A avenida ensombrada e triste da Saudade,
Onde se arrasta, à noite, a procissão chorosa
Dos órfãos do carinho e da felicidade.
Recalcando no peito os gritos e os soluços,
Tu conheceste bem essa longa avenida,
— Tu que, chorando em vão, te esfalfaste, de braços,
Para, infeliz, galgar o Calvário da vida.
Teu pé deixou também um sinal neste solo;
Também por este solo arrastaste o teu manto...
E, ó Musa, a harpa infeliz que sustinhas ao colo,
Passou para outras mãos, molhou-se de outro pranto.
Mas tua alma ficou, livre da desventura,
Docemente sonhando, às carícias da lua:
Entre as flores, agora, uma outra flor fulgura,
Guardando na corola uma lembrança tua...
O aroma dessa flor, que o teu martírio encerra,
Se imortalizará, pelas almas disperso
— Porque purificou a torpeza da terra
Quem deixou sobre a terra uma lágrima e um verso."
INANIA VERBA;Olavo Bilac;"Ah! quem há-de exprimir, alma impotente e escrava,
O que a boca não diz, o que a mão não escreve?
— Ardes, sangras, pregada à tua cruz, e, em breve,
Olhas, desfeito em lodo, o que te deslumbrava...
O Pensamento ferve, e é um turbilhão de lava:
A Forma, fria e espessa, é um sepulcro de neve...
E a Palavra pesada abafa a Ideia leve,
Que, perfume e clarão, refulgia e voava.
Quem o molde achará para a expressão de tudo?
Ai! quem há-de dizer as ânsias infinitas
Do sonho? e o céu que foge à mão que se levanta?
E a ira muda? e o asco mudo? e o desespero mudo?
E as palavras de fé que nunca foram ditas?
E as confissões de amor que morrem na garganta?!"
MIDSUMMER NIGHT’S DREAM;Olavo Bilac;"Quem o encanto dirá destas noites do estio?
Corre de estrela a estrela um leve calafrio,
Há queixas doces no ar... Eu, recolhido e só,
Ergo o sonho da terra, ergo a fronte do pó,
Para purificar o coração manchado,
Cheio de ódio, de fel, de angústia e de pecado...
Que esquisita saudade! — Uma lembrança estranha
De ter vivido já no alto de uma montanha,
Tão alta, que tocava o céu... Belo país,
Onde, em perpétuo sonho, eu vivia feliz,
Livre da ingratidão, livre da indiferença,
No seio maternal da Ilusão e da Esperança!
Que inexorável mão, sem piedade, cativo,
Estrelas, me encerrou no cárcere em que vivo?
Louco, em vão do profundo horror deste abismo
Bracejo, e peno em vão, para fugir do mal!
Porque, para uma ignota e longínqua paragem,
Astros, não me levais nessa eterna viagem?
Ah! quem pôde saber de que outras vidas veio?...
Quantas vezes, fitando a Via Láctea, creio
Todo o mistério ver aberto ao meu olhar!
Tremo... e cuido sentir dentro de mim pesar
Uma alma alheia, uma alma em minha alma escondida,
— O cadáver de alguém de quem carrego a vida..."
MATER;Olavo Bilac;"Tu, grande Mãe!... do amor de teus filhos escrava,
Para teus filhos és, no caminho da vida,
Como a faixa de luz que o povo hebreu guiava
À longe Terra Prometida.
Jorra de teu olhar um rio luminoso...
Pois, para batizar essas almas em flor,
Deixas cascatear desse olhar carinhoso
Todo o Jordão do teu amor.
E espalham tanto brilho as asas infinitas
Que expandes sobre os teus, carinhosas e belas,
Que o seu grande clarão sobe, quando as agitas,
E vai perder-se entre as estrelas.
E eles, pelos degraus da luz ampla e sagrada,
Fogem da humana dor, fogem do humano pó,
E, à procura de Deus, vão subindo essa escada,
Que é como a escada de Jacó."
INCONTENTADO;Olavo Bilac;"Paixão sem grita, amor sem agonia,
Que não oprime nem magoa o peito,
Que nada mais do que possui queria,
E com tão pouco vive satisfeito...
Amor, que os exageros repudia,
Misturado de estima e de respeito,
E, tirando das mágoas alegria,
Fica farto, ficando sem proveito...
Viva sempre a paixão que me consome,
Sem uma queixa, sem um só lamento!
Arda sempre este amor que desanima!
E eu tenha sempre, ao murmurar teu nome,
O coração, malgrado o sofrimento,
Como um rosal desabrochado em rimas."
SONHO;Olavo Bilac;"Quantas vezes, em sonho, as asas da saudade
Solto para onde estás, e fico de ti perto!
Como, depois do sonho, é triste a realidade!
Como tudo, sem ti, fica depois deserto!
Sonho... Minha alma voa. O ar gorjeia e soluça.
Noite... A amplidão se estende, iluminada e calma:
De cada estrela de ouro um anjo se debruça,
E abre o olhar espantado, ao ver passar minha alma.
Há por tudo a alegria e o rumor de um noivado.
Em torno a cada ninho anda bailando uma asa.
E, como sobre um leito um alvo cortinado,
Alva a luz do luar cai sobre a tua casa.
Porém, subitamente, um relâmpago corta
Todo o espaço... O rumor de um salmo se levanta.
E, sorrindo, serena, apareces à porta,
Como numa moldura a imagem de uma Santa..."
PRIMAVERA;Olavo Bilac;"Ah! quem nos dera que isto, como outrora,
Inda nos comovesse! Ah! quem nos dera
Que inda juntos pudéssemos agora
Ver o desabrochar da primavera!
Saiamos com os pássaros e a aurora...
E, no chão, sobre os troncos cheios de hera,
Sentavas-te sorrindo, de hora em hora:
«Beijemo-nos! amemo-nos! espera!»
E essa carne de rosa rescendia,
E aos meus beijos de fogo palpitava,
Alquebrada de amor e de cansaço...
A alma da terra gorjeava e ria...
Nascia a primavera... E eu te levava,
Primavera de carne, pelo braço!"
